id,date,excercise_list,workout_fun_factor,duration,cal_burnt,mood,activeness
2506,2023-08-22,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,69,,0,2
2507,2023-07-27,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,41,,2,1
2508,2023-03-04,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,50,,0,0
2509,2023-04-04,crunches plank russian_twist side_plank bird_dog burpee,5,69,,1,1
2510,2023-07-26,dumbbell_fly ,5,97,,0,2
2511,2023-07-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,44,,0,0
2512,2023-07-15,pull_up lat_pulldown push_up dumbbell_row push_press,1,80,,1,1
2513,2023-04-15,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,53,,0,0
2514,2023-02-10,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,52,,0,1
2515,2023-05-22,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,38,,0,0
2516,2023-08-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,68,,2,0
2517,2023-01-14,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,73,,2,2
2518,2023-02-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,59,,0,2
2519,2023-03-30,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,1,90,,2,1
2520,2023-01-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,61,,2,2
2521,2023-04-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,50,,2,2
2522,2023-08-22,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,69,,2,2
2523,2023-08-06,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,35,,2,1
2524,2023-04-16,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,35,,0,0
2525,2023-08-26,crunches plank russian_twist side_plank bird_dog burpee,5,110,,2,0
2526,2023-04-22,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,1,91,,0,0
2527,2023-06-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,82,,0,2
2528,2023-05-12,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,65,,0,1
2529,2023-07-28,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,70,,1,2
2530,2023-03-23,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,40,,1,0
2531,2023-05-06,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,35,,1,0
2532,2023-07-06,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,54,,0,0
2533,2023-01-09,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,63,,2,0
2534,2023-03-10,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,4,119,,0,2
2535,2023-02-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,106,,0,2
2536,2023-05-04,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,60,,1,0
2537,2023-02-19,yoga,3,103,,2,0
2538,2023-02-27,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,98,,1,1
2539,2023-01-16,yoga,4,90,,2,1
2540,2023-05-14,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,109,,1,0
2541,2023-01-17,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,30,,2,1
2542,2023-04-30,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,56,,1,0
2543,2023-04-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,118,,0,2
2544,2023-05-25,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,96,,0,2
2545,2023-08-22,deadlift superman lat_pulldown pull_up ,5,65,,0,1
2546,2023-02-03,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,58,,1,1
2547,2023-04-06,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,51,,1,0
2548,2023-05-18,pull_up lat_pulldown push_up dumbbell_row push_press,0,38,,0,2
2549,2023-03-30,yoga,5,105,,1,1
2550,2023-03-06,bicep_curl pull_up lat_pulldown dumbbell_row push_press,1,64,,2,0
2551,2023-03-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,85,,2,1
2552,2023-03-04,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,57,,2,0
2553,2023-07-12,crunches plank russian_twist side_plank bird_dog burpee,5,73,,0,2
2554,2023-03-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,120,,1,0
2555,2023-07-03,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,39,,0,1
2556,2023-08-10,deadlift superman lat_pulldown pull_up ,0,40,,1,0
2557,2023-03-02,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,108,,2,2
2558,2023-05-09,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,72,,1,0
2559,2023-07-06,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,4,102,,2,0
2560,2023-08-10,crunches plank russian_twist side_plank bird_dog burpee,5,107,,0,1
2561,2023-03-18,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,52,,2,0
2562,2023-06-03,dumbbell_row farmers_walk battle_ropes push_press,5,78,,0,0
2563,2023-05-10,dumbbell_fly ,3,116,,1,0
2564,2023-08-16,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,109,,1,0
2565,2023-01-12,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,47,,0,2
2566,2023-05-02,dumbbell_row farmers_walk battle_ropes push_press,2,39,,2,2
2567,2023-08-17,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,107,,0,0
2568,2023-06-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,2,80,,1,1
2569,2023-01-02,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,4,56,,1,0
2570,2023-07-30,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,74,,2,2
2571,2023-06-06,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,63,,1,1
2572,2023-01-28,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,111,,0,2
2573,2023-01-05,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,103,,2,1
2574,2023-08-29,yoga,2,94,,0,0
2575,2023-04-17,pull_up lat_pulldown push_up dumbbell_row push_press,5,66,,1,1
2576,2023-04-17,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,91,,1,0
2577,2023-02-09,crunches plank russian_twist side_plank bird_dog burpee,5,57,,2,2
2578,2023-03-12,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,38,,2,0
2579,2023-02-09,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,77,,0,1
2580,2023-03-11,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,1,68,,0,2
2581,2023-04-30,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,42,,0,2
2582,2023-07-15,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,43,,2,0
2583,2023-06-16,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,1,89,,0,0
2584,2023-01-18,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,83,,0,2
2585,2023-08-07,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,49,,1,0
2586,2023-06-08,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,46,,1,2
2587,2023-02-01,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,90,,2,1
2588,2023-03-09,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,4,101,,0,1
2589,2023-06-17,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,49,,2,2
2590,2023-04-22,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,97,,2,1
2591,2023-05-10,dumbbell_fly ,3,104,,1,0
2592,2023-01-13,deadlift superman lat_pulldown pull_up ,4,72,,0,0
2593,2023-02-12,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,104,,1,0
2594,2023-08-30,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,104,,0,0
2595,2023-08-19,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,5,88,,2,0
2596,2023-05-13,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,87,,0,2
2597,2023-05-18,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,51,,0,1
2598,2023-01-08,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,84,,0,0
2599,2023-03-03,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,74,,2,0
2600,2023-04-10,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,119,,1,2
2601,2023-03-18,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,54,,2,2
2602,2023-06-27,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,52,,1,2
2603,2023-01-23,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,2,70,,2,2
2604,2023-03-10,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,1,83,,1,1
2605,2023-05-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,73,,1,0
2606,2023-01-24,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,107,,2,2
2607,2023-04-29,dumbbell_row farmers_walk battle_ropes push_press,4,107,,0,0
2608,2023-07-14,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,66,,2,0
2609,2023-02-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,0,104,,2,0
2610,2023-03-19,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,3,31,,1,1
2611,2023-06-24,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,1,44,,1,0
2612,2023-05-20,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,0,86,,1,2
2613,2023-03-12,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,51,,2,0
2614,2023-06-07,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,93,,2,0
2615,2023-06-01,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,36,,0,0
2616,2023-04-05,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,63,,1,0
2617,2023-05-26,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,68,,0,2
2618,2023-03-18,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,41,,1,0
2619,2023-05-25,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,116,,2,0
2620,2023-03-19,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,107,,2,2
2621,2023-04-09,dumbbell_fly ,5,95,,2,0
2622,2023-02-28,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,55,,1,0
2623,2023-06-12,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,120,,2,0
2624,2023-04-02,yoga,5,118,,1,1
2625,2023-07-20,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,93,,0,0
2626,2023-06-11,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,54,,1,1
2627,2023-07-20,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,40,,1,1
2628,2023-05-18,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,108,,0,1
2629,2023-06-26,pull_up lat_pulldown push_up dumbbell_row push_press,4,87,,2,0
2630,2023-01-14,yoga,2,80,,0,0
2631,2023-01-05,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,40,,1,1
2632,2023-06-28,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,67,,2,2
2633,2023-07-03,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,93,,1,1
2634,2023-04-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,108,,1,1
2635,2023-06-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,3,52,,1,1
2636,2023-03-04,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,102,,0,2
2637,2023-01-07,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,119,,0,2
2638,2023-04-09,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,34,,1,0
2639,2023-08-14,dumbbell_row farmers_walk battle_ropes push_press,3,91,,1,2
2640,2023-07-17,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,108,,2,1
2641,2023-04-19,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,98,,0,0
2642,2023-01-08,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,76,,0,0
2643,2023-01-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,4,112,,0,1
2644,2023-01-27,dumbbell_fly ,0,105,,2,2
2645,2023-04-25,deadlift superman lat_pulldown pull_up ,0,78,,0,2
2646,2023-08-06,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,45,,2,1
2647,2023-01-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,3,77,,0,2
2648,2023-05-07,bicep_curl pull_up lat_pulldown dumbbell_row push_press,5,90,,1,0
2649,2023-03-14,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,83,,2,1
2650,2023-04-28,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,2,32,,1,0
2651,2023-06-06,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,5,52,,2,1
2652,2023-06-25,deadlift superman lat_pulldown pull_up ,4,115,,2,2
2653,2023-06-19,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,88,,0,0
2654,2023-06-17,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,60,,0,1
2655,2023-01-16,deadlift superman lat_pulldown pull_up ,5,86,,2,1
2656,2023-05-05,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,1,39,,0,1
2657,2023-03-05,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,54,,1,0
2658,2023-02-07,dumbbell_row farmers_walk battle_ropes push_press,4,57,,2,2
2659,2023-05-08,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,76,,1,2
2660,2023-02-09,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,3,61,,1,0
2661,2023-06-27,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,3,53,,1,2
2662,2023-03-28,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,49,,0,1
2663,2023-08-04,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,3,99,,2,2
2664,2023-03-12,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,118,,0,1
2665,2023-06-24,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,3,43,,0,0
2666,2023-05-18,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,0,51,,0,0
2667,2023-06-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat       ,0,36,,2,0
2668,2023-04-16,yoga,0,56,,0,2
2669,2023-07-25,deadlift superman lat_pulldown pull_up ,1,107,,1,2
2670,2023-01-12,deadlift superman lat_pulldown pull_up ,0,80,,1,0
2671,2023-01-11,pull_up lat_pulldown push_up dumbbell_row push_press,0,75,,1,2
2672,2023-04-02,bicep_curl pull_up lat_pulldown dumbbell_row push_press,3,77,,1,1
2673,2023-06-10,pull_up lat_pulldown push_up dumbbell_row push_press,0,50,,0,2
2674,2023-02-20,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,79,,2,0
2675,2023-05-04,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,98,,0,2
2676,2023-01-15,crunches plank russian_twist side_plank bird_dog burpee,2,102,,2,1
2677,2023-01-29,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,0,38,,2,0
2678,2023-07-09,pull_up lat_pulldown push_up dumbbell_row push_press,4,52,,0,0
2679,2023-06-08,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,3,85,,0,2
2680,2023-04-12,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,0,68,,0,0
2681,2023-08-16,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,1,85,,1,0
2682,2023-07-28,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,3,81,,2,0
2683,2023-02-15,dumbbell_fly ,4,100,,2,0
2684,2023-05-02,deadlift superman lat_pulldown pull_up ,5,112,,1,0
2685,2023-06-15,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,40,,0,1
2686,2023-06-06,dumbbell_row farmers_walk battle_ropes push_press,3,68,,0,2
2687,2023-01-04,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,3,89,,1,2
2688,2023-05-16,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,5,98,,1,1
2689,2023-06-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,5,50,,0,2
2690,2023-07-06,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,88,,1,2
2691,2023-01-02,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,88,,0,2
2692,2023-07-27,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,4,32,,1,0
2693,2023-01-26,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,61,,1,2
2694,2023-01-13,pull_up lat_pulldown push_up dumbbell_row push_press,5,35,,1,2
2695,2023-04-20,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,2,100,,1,0
2696,2023-07-23,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,2,39,,1,2
2697,2023-05-03,dumbbell_fly ,2,30,,1,0
2698,2023-07-29,dumbbell_fly ,1,33,,2,2
2699,2023-08-05,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,2,63,,0,0
2700,2023-08-21,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,4,66,,2,2
2701,2023-05-31,yoga,2,69,,1,0
2702,2023-02-22,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,5,39,,2,1
2703,2023-03-19,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,3,39,,1,2
2704,2023-06-23,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,4,52,,2,0
2705,2023-04-30,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,2,105,,1,0
2706,2023-08-29,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,2,37,,1,2
2707,2023-05-18,dumbbell_fly ,2,105,,2,1
2708,2023-07-27,pull_up lat_pulldown push_up dumbbell_row push_press,2,60,,0,1
2709,2023-01-27,pull_up lat_pulldown push_up dumbbell_row push_press,1,73,,0,2
2710,2023-03-28,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,5,102,,1,1
2711,2023-02-23,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,90,,2,2
2712,2023-03-25,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,2,35,,0,2
2713,2023-04-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,67,,1,1
2714,2023-07-10,pull_up lat_pulldown push_up dumbbell_row push_press,4,45,,0,1
2715,2023-03-19,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,5,37,,0,0
2716,2023-05-07,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,1,41,,2,0
2717,2023-01-02,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,5,113,,2,0
2718,2023-02-10,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,4,106,,1,0
2719,2023-07-06,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,4,47,,1,0
2720,2023-01-06,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,3,63,,2,0
2721,2023-03-21,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,93,,0,1
2722,2023-06-07,pull_up lat_pulldown push_up dumbbell_row push_press,1,45,,2,2
2723,2023-06-29,dumbbell_fly ,3,77,,2,0
2724,2023-06-25,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,34,,0,2
2725,2023-02-03,dumbbell_fly ,0,54,,0,1
2726,2023-06-15,pull_up lat_pulldown push_up dumbbell_row push_press,4,120,,0,0
2727,2023-06-25,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,3,68,,2,2
2728,2023-01-04,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,4,74,,1,2
2729,2023-01-04,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,1,64,,2,0
2730,2023-05-11,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,2,37,,1,0
2731,2023-03-03,dumbbell_fly ,0,89,,1,0
2732,2023-03-30,shoulder_press bench_press push_up farmers_walk battle_ropes push_press pilates jump_rope,2,56,,0,0
2733,2023-06-11,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,87,,1,0
2734,2023-08-18,dumbbell_fly ,2,117,,1,1
2735,2023-02-20,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,66,,0,2
2736,2023-02-22,bicep_curl pull_up lat_pulldown dumbbell_row push_press,0,107,,2,0
2737,2023-08-15,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,113,,0,1
2738,2023-05-07,deadlift superman lat_pulldown pull_up ,0,38,,1,0
2739,2023-08-02,deadlift superman lat_pulldown pull_up ,4,100,,2,2
2740,2023-07-16,shoulder_press bench_press push_up foam_rolling medicine_ball_slam,2,30,,1,1
2741,2023-04-06,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,67,,1,2
2742,2023-08-21,foam_rolling tai_chi medicine_ball_slam pilates bicep_curl,1,108,,0,0
2743,2023-06-17,pilates battle_ropes push_press tricep_extension tricep_dips bench_press push_up,5,69,,1,1
2744,2023-02-06,swimming jump_rope elliptical jumping_jacks cycling squat_jump running high_knees,5,104,,2,0
2745,2023-03-08,yoga,2,111,,2,0
2746,2023-03-18,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,0,97,,2,2
2747,2023-01-19,medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes yoga,5,60,,2,0
2748,2023-06-05,bird_dog dumbbell_row battle_ropes farmers_walk push_press shoulder_press bench_press,0,112,,1,1
2749,2023-06-16,deadlift superman lat_pulldown pull_up ,4,54,,1,1
2750,2023-04-01,bicep_curl pull_up lat_pulldown dumbbell_row push_press,4,54,,0,0
2751,2023-05-20,bicep_curl pull_up lat_pulldown dumbbell_row push_press,2,86,,1,1
2752,2023-04-08,crunches plank russian_twist side_plank bird_dog burpee,3,80,,2,1
2753,2023-02-11,bicep_curl pull_up lat_pulldown dumbbell_row medicine_ball_slam pull_up dumbbell_row farmers_walk battle_ropes,4,93,,1,2
2754,2023-04-02,mountain_climbers box_jumps burpee cycling squat_jump running high_knees,2,82,,1,0
2755,2023-03-07,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,0,103,,2,2
2756,2023-08-01,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips,5,88,,1,2
2757,2023-01-16,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,5,99,,0,0
2758,2023-08-15,jumping_jacks pilates battle_ropes jump_rope tricep_extension tricep_dips jumping_jacks bird_dog,2,91,,2,2
2759,2023-08-11,crunches plank russian_twist side_plank bird_dog burpee,4,93,,2,1
2760,2023-08-07,yoga,4,79,,1,0
2761,2023-03-26,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,5,65,,0,0
2762,2023-01-25,pull_up lat_pulldown push_up dumbbell_row push_press,3,116,,0,2
2763,2023-07-02,pull_up lat_pulldown push_up dumbbell_row push_press,0,102,,0,2
2764,2023-04-13,dumbbell_row farmers_walk battle_ropes push_press,0,92,,1,2
2765,2023-02-13,box_jumps wall_balls lateral_lunges bulgarian_split_squat kettlebell_swing squat leg_press lateral_lunges leg_extension leg_curl lunge squat_jump,0,70,,0,2
2766,2023-05-25,box_jumps wall_balls lateral_lunges bulgarian_split_squat tire_flips stair_climbing mountain_climbers  high_knees squat_jump burpee  rowing_machine    ,0,40,,2,1
2767,2023-04-06,yoga,0,75,,2,1
